"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod80","R-HSA-1482801","Acyl chain remodelling of PS","7.30e-36","8.34e-03",21,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod80","R-HSA-1483206","Glycerophospholipid biosynthesis","6.99e-55","2.93e-02",126,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod80","R-HSA-1483115","Hydrolysis of LPC","1.03e-20","1.39e-01",9,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod80","R-HSA-1483148","Synthesis of PG","1.86e-04","1.48e-02",8,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod80","R-HSA-1483101","Synthesis of PS","6.71e-06","5.58e-01",2,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod81","GO:0005496","steroid binding","8.64e-14","3.36e-02",24,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod81","GO:0006702","androgen biosynthetic process","5.78e-14","1.93e-01",11,"GO:0008152#GO:0009987#GO:0065007","metabolic process#cellular process#biological regulation",4
"PPI-STRING_Consensus_mod81","GO:0001972","retinoic acid binding","2.49e-23","9.51e-04",26,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod81","GO:0052695","cellular glucuronidation","1.19e-27","1.87e-01",14,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod81","GO:0052696","flavonoid glucuronidation","9.79e-25","2.47e-01",9,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod81","GO:0052697","xenobiotic glucuronidation","2.00e-26","1.20e-01",11,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod81","GO:0008210","estrogen metabolic process","5.78e-14","2.20e-01",11,"GO:0008152#GO:0009987#GO:0065007","metabolic process#cellular process#biological regulation",4
"PPI-STRING_Consensus_mod81","GO:0009804","coumarin metabolic process","4.39e-07","2.36e-02",7,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod81","GO:0004507","steroid 11-beta-monooxygenase activity","5.56e-06","2.35e-01",2,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod81","GO:0008194","UDP-glycosyltransferase activity","5.02e-33","6.44e-02",22,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod81","R-HSA-193048","Androgen biosynthesis","3.35e-12","6.08e-02",8,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod81","R-HSA-379398","Enzymatic degradation of Dopamine by monoamine oxidase","4.77e-03","1.90e-02",2,"R-HSA-112316","Neuronal System",4
"PPI-STRING_Consensus_mod81","R-HSA-193144","Estrogen biosynthesis","2.51e-07","1.31e-01",6,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod81","R-HSA-190374","FGFR1c and Klotho ligand binding and activation","7.14e-03","2.91e-02",3,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod81","R-HSA-194002","Glucocorticoid biosynthesis","3.52e-15","2.73e-01",8,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod81","R-HSA-156588","Glucuronidation","3.22e-35","1.59e-01",24,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod81","R-HSA-189483","Heme degradation","4.18e-10","1.40e-01",6,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod81","R-HSA-196071","Metabolism of steroid hormones","7.89e-25","1.02e-01",31,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod81","R-HSA-2142670","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","1.54e-04","3.18e-02",8,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod81","R-HSA-964975","Vitamins B6 activation to pyridoxal phosphate","7.14e-03","2.91e-02",3,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod82","R-HSA-8851805","MET activates RAS signaling","2.45e-05","2.08e-02",11,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod83","GO:0006904","vesicle docking involved in exocytosis","3.07e-12","5.57e-03",33,"GO:0009987#GO:0051179","cellular process#localization",3
"PPI-STRING_Consensus_mod83","GO:0000145","exocyst","4.27e-39","4.58e-01",19,"GO:0032991#GO:0044464","protein-containing complex#cell part",3
"PPI-STRING_Consensus_mod83","R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","1.43e-34","1.18e-01",47,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod83","R-HSA-5620916","VxPx cargo-targeting to cilium","6.52e-25","1.23e-01",21,"R-HSA-1852241","Organelle biogenesis and maintenance",3
"PPI-STRING_Consensus_mod84","GO:0043240","Fanconi anaemia nuclear complex","1.49e-15","1.81e-01",14,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",2
"PPI-STRING_Consensus_mod84","GO:0006259","DNA metabolic process","2.65e-07","1.01e-02",22,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod84","GO:0000077","DNA damage checkpoint","7.14e-15","1.26e-03",31,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",4
"PPI-STRING_Consensus_mod84","GO:0003689","DNA clamp loader activity","2.60e-09","4.83e-02",8,"GO:0003824#GO:0005488","catalytic activity#binding",5
"PPI-STRING_Consensus_mod84","GO:0033314","mitotic DNA replication checkpoint","3.98e-11","1.66e-01",11,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod84","R-HSA-176187","Activation of ATR in response to replication stress","2.73e-23","3.75e-02",37,"R-HSA-1640170","Cell Cycle",3
"PPI-STRING_Consensus_mod84","R-HSA-177135","Conjugation of benzoate with glycine","3.12e-07","2.34e-01",6,"R-HSA-1430728","Metabolism",5
"PPI-STRING_Consensus_mod84","R-HSA-177128","Conjugation of salicylate with glycine","8.71e-07","4.02e-02",8,"R-HSA-1430728","Metabolism",5
"PPI-STRING_Consensus_mod84","R-HSA-6783310","Fanconi Anemia Pathway","3.29e-33","2.14e-01",38,"R-HSA-73894","DNA Repair",1
"PPI-STRING_Consensus_mod84","R-HSA-5685938","HDR through Single Strand Annealing (SSA)","6.76e-39","8.54e-02",37,"R-HSA-73894","DNA Repair",4
"PPI-STRING_Consensus_mod84","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","4.33e-43","1.80e-01",42,"R-HSA-73894","DNA Repair",5
"PPI-STRING_Consensus_mod84","R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","3.99e-41","8.47e-02",39,"R-HSA-73894","DNA Repair",6
"PPI-STRING_Consensus_mod84","R-HSA-3248023","Regulation by TREX1","2.56e-03","4.34e-01",1,"R-HSA-168256","Immune System",4
"PPI-STRING_Consensus_mod85","GO:0002116","semaphorin receptor complex","2.83e-25","2.02e-01",11,"GO:0032991","protein-containing complex",3
"PPI-STRING_Consensus_mod85","GO:0017154","semaphorin receptor activity","2.83e-25","2.05e-01",11,"GO:0060089","molecular transducer activity",4
"PPI-STRING_Consensus_mod85","GO:0048843","negative regulation of axon extension involved in axon guidance","1.41e-47","1.58e-01",26,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod85","GO:0071526","semaphorin-plexin signaling pathway","1.05e-67","2.60e-01",36,"GO:0009987#GO:0065007","cellular process#biological regulation",4
"PPI-STRING_Consensus_mod85","GO:0045499","chemorepellent activity","7.50e-41","8.13e-02",27,"GO:0005488#GO:0098772","binding#molecular function regulator",4
"PPI-STRING_Consensus_mod85","GO:0030215","semaphorin receptor binding","2.84e-46","2.17e-01",23,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod85","GO:0038191","neuropilin binding","9.17e-33","7.67e-03",19,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod85","R-HSA-399956","CRMPs in Sema3A signaling","5.07e-17","7.23e-02",16,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod85","R-HSA-418885","DCC mediated attractive signaling","4.09e-10","1.61e-02",14,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod85","R-HSA-376172","DSCAM interactions","2.43e-08","2.04e-02",11,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod85","R-HSA-418886","Netrin mediated repulsion signals","1.59e-14","4.49e-01",8,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod85","R-HSA-373752","Netrin-1 signaling","1.68e-20","7.17e-02",50,"R-HSA-1266738","Developmental Biology",2
"PPI-STRING_Consensus_mod85","R-HSA-399955","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","1.19e-17","2.44e-02",14,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod86","GO:0000124","SAGA complex","1.09e-23","1.52e-01",17,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",4
"PPI-STRING_Consensus_mod86","GO:0006352","DNA-templated transcription, initiation","8.87e-18","6.72e-02",18,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod86","GO:0005669","transcription factor TFIID complex","1.44e-31","1.07e-01",40,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",4
"PPI-STRING_Consensus_mod86","GO:0033276","transcription factor TFTC complex","3.23e-28","2.29e-01",14,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",5
"PPI-STRING_Consensus_mod86","GO:0051123","RNA polymerase II transcriptional preinitiation complex assembly","1.97e-22","9.35e-02",21,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod86","GO:0016578","histone deubiquitination","2.00e-16","1.64e-01",13,"GO:0008152#GO:0009987#GO:0071840","metabolic process#cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod86","GO:0043966","histone H3 acetylation","1.40e-28","7.63e-02",42,"GO:0008152#GO:0009987#GO:0071840","metabolic process#cellular process#cellular component organization or biogenesis",7
"PPI-STRING_Consensus_mod86","GO:0030914","STAGA complex","7.62e-23","1.23e-01",12,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",6
"PPI-STRING_Consensus_mod86","GO:0006346","methylation-dependent chromatin silencing","3.47e-04","7.85e-03",13,"GO:0008152#GO:0009987#GO:0065007#GO:0071840","metabolic process#cellular process#biological regulation#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod86","R-HSA-3214847","HATs acetylate histones","4.51e-33","3.35e-02",108,"R-HSA-4839726","Chromatin organization",2
"PPI-STRING_Consensus_mod87","GO:0008083","growth factor activity","7.90e-41","2.21e-02",168,"GO:0005488#GO:0098772","binding#molecular function regulator",4
"PPI-STRING_Consensus_mod87","GO:0016303","1-phosphatidylinositol-3-kinase activity","8.75e-47","5.24e-03",46,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod87","GO:0046934","phosphatidylinositol-4,5-bisphosphate 3-kinase activity","1.26e-44","2.11e-03",68,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod87","GO:0005021","vascular endothelial growth factor-activated receptor activity","1.71e-09","2.66e-01",7,"GO:0003824#GO:0060089","catalytic activity#molecular transducer activity",6
"PPI-STRING_Consensus_mod87","GO:0005104","fibroblast growth factor receptor binding","4.08e-38","1.05e-01",22,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod87","GO:0017134","fibroblast growth factor binding","1.71e-13","2.45e-02",23,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod87","GO:0005161","platelet-derived growth factor receptor binding","8.54e-06","9.11e-03",15,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod87","GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","5.61e-04","1.56e-04",13,"GO:0009987#GO:0065007#GO:0071840","cellular process#biological regulation#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod87","GO:0005007","fibroblast growth factor-activated receptor activity","2.46e-10","2.10e-01",5,"GO:0003824#GO:0060089","catalytic activity#molecular transducer activity",6
"PPI-STRING_Consensus_mod87","R-HSA-2033519","Activated point mutants of FGFR2","9.97e-46","2.43e-01",17,"R-HSA-1643685","Disease",5
"PPI-STRING_Consensus_mod87","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","1.26e-44","4.81e-04",68,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod87","R-HSA-190242","FGFR1 ligand binding and activation","1.84e-35","1.42e-02",16,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod87","R-HSA-190370","FGFR1b ligand binding and activation","3.01e-16","2.94e-02",6,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod87","R-HSA-190241","FGFR2 ligand binding and activation","3.30e-46","2.38e-01",20,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod87","R-HSA-2033514","FGFR3 mutant receptor activation","3.81e-32","4.25e-03",12,"R-HSA-1643685","Disease",5
"PPI-STRING_Consensus_mod87","R-HSA-190322","FGFR4 ligand binding and activation","1.54e-37","1.56e-01",14,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod87","R-HSA-109704","PI3K Cascade","2.34e-47","1.53e-02",44,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod87","R-HSA-5654221","Phospholipase C-mediated cascade; FGFR2","1.79e-44","1.03e-01",18,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod87","R-HSA-1839120","Signaling by FGFR1 amplification mutants","2.74e-03","1.64e-01",1,"R-HSA-1643685","Disease",5
"PPI-STRING_Consensus_mod87","R-HSA-1839130","Signaling by activated point mutants of FGFR3","3.81e-32","1.34e-02",12,"R-HSA-1643685","Disease",6
"PPI-STRING_Consensus_mod87","R-HSA-195399","VEGF binds to VEGFR leading to receptor dimerization","3.42e-09","9.56e-02",8,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod87","R-HSA-194313","VEGF ligand-receptor interactions","3.42e-09","9.57e-02",8,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod87","R-HSA-1307965","betaKlotho-mediated ligand binding","1.92e-08","3.29e-01",3,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod87","R-HSA-2033515","t(4;14) translocations of FGFR3","2.74e-03","1.88e-01",1,"R-HSA-1643685","Disease",6
"PPI-STRING_Consensus_mod88","GO:0006935","chemotaxis","5.16e-14","1.92e-03",119,"GO:0040011","locomotion",3
"PPI-STRING_Consensus_mod88","GO:0007196","adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway","9.42e-05","6.03e-02",7,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod88","GO:0043950","positive regulation of cAMP-mediated signaling","6.13e-06","5.93e-03",17,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod88","GO:0008277","regulation of G-protein coupled receptor protein signaling pathway","2.38e-10","4.86e-02",40,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod88","GO:0001965","G-protein alpha-subunit binding","6.95e-10","6.47e-02",21,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod88","GO:0007187","G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","9.54e-13","1.20e-02",65,"GO:0009987#GO:0065007","cellular process#biological regulation",4
"PPI-STRING_Consensus_mod88","GO:0042220","response to cocaine","4.80e-09","2.17e-02",30,"GO:0050896","response to stimulus",4
"PPI-STRING_Consensus_mod88","GO:0050709","negative regulation of protein secretion","2.00e-06","8.90e-03",12,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod88","GO:0030595","leukocyte chemotaxis","8.54e-12","8.75e-02",24,"GO:0002376#GO:0009987#GO:0040011","immune system process#cellular process#locomotion",3
"PPI-STRING_Consensus_mod88","GO:0001591","dopamine neurotransmitter receptor activity, coupled via Gi/Go","5.11e-07","7.42e-02",8,"GO:0060089","molecular transducer activity",5
"PPI-STRING_Consensus_mod88","R-HSA-380108","Chemokine receptors bind chemokines","7.31e-14","1.55e-02",48,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod88","R-HSA-373076","Class A/1 (Rhodopsin-like receptors)","2.73e-39","2.17e-02",324,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod88","R-HSA-5579031","Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)","4.30e-03","8.28e-02",2,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod88","R-HSA-390651","Dopamine receptors","9.17e-08","2.17e-01",5,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod88","R-HSA-418594","G alpha (i) signalling events","4.68e-42","2.64e-02",369,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod88","R-HSA-6783783","Interleukin-10 signaling","5.03e-08","3.49e-03",47,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod88","R-HSA-444821","Relaxin receptors","1.25e-04","2.72e-02",8,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod89","GO:0007346","regulation of mitotic cell cycle","2.79e-06","1.25e-02",37,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod89","GO:2000772","regulation of cellular senescence","3.11e-04","2.49e-02",10,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod89","GO:0018105","peptidyl-serine phosphorylation","2.40e-09","2.69e-03",135,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod89","GO:0043276","anoikis","3.11e-04","2.84e-02",10,"GO:0009987","cellular process",5
"PPI-STRING_Consensus_mod89","GO:0004693","cyclin-dependent protein serine/threonine kinase activity","5.74e-10","6.50e-02",37,"GO:0003824#GO:0060089","catalytic activity#molecular transducer activity",3
"PPI-STRING_Consensus_mod89","GO:0004683","calmodulin-dependent protein kinase activity","3.57e-09","9.42e-02",23,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod89","R-HSA-442745","Activation of CaMK IV","5.35e-03","7.48e-02",2,"R-HSA-112316","Neuronal System",6
"PPI-STRING_Consensus_mod89","R-HSA-2980767","Activation of NIMA Kinases NEK9, NEK6, NEK7","1.46e-04","4.50e-02",7,"R-HSA-1640170","Cell Cycle",5
"PPI-STRING_Consensus_mod89","R-HSA-418889","via Dependence Receptors in the absence of ligand","3.11e-04","1.80e-02",10,"R-HSA-5357801","Programmed Cell Death",3
"PPI-STRING_Consensus_mod90","GO:0006364","rRNA processing","4.73e-25","4.23e-02",134,"GO:0008152#GO:0009987","metabolic process#cellular process",7
"PPI-STRING_Consensus_mod90","GO:0030687","preribosome, large subunit precursor","1.97e-18","2.13e-01",23,"GO:0032991","protein-containing complex",4
"PPI-STRING_Consensus_mod90","GO:0030488","tRNA methylation","1.33e-08","5.52e-02",30,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod90","GO:0030490","maturation of SSU-rRNA","2.00e-08","2.84e-04",12,"GO:0008152#GO:0009987","metabolic process#cellular process",8
"PPI-STRING_Consensus_mod90","GO:0030688","preribosome, small subunit precursor","6.19e-17","4.19e-01",10,"GO:0032991","protein-containing complex",4
